title,artist,audio_url,lyrics,tags,hint,answer
I Feel You,원더걸스,https://singsonggame.s3.amazonaws.com/audios/IFeelYou_원더걸스_trimmed.mp3,"내게 걸어놓은 마법이 뭔지
헤어 나오질 못하고 있어
한번도 이런 적이 없이
흔들린 적이 없었던 난데(No)
(Woo) 하루 종일 이래 네 생각에 취해
(Woo) 기다리기만 해 널 만나러 가게
(Woo woo baby) 어쩌면 좋아
너 없인 못 살 것만 같아(Woo baby)
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어","10년대,댄스,여자 가수,여자 아이돌,케이팝",i ____ ___,ifeelyou
Why So Lonely,원더걸스,https://singsonggame.s3.amazonaws.com/audios/WhySoLonely_원더걸스_trimmed.mp3,"너와 입술이 닿을 때부터
모든 게 달라질 줄 알았는데
별거 없어, 넌 다른 게 없어 (뭐야?)
너와 보내는 주말 밤이
아주 달콤할 거라 믿었는데
별거 없어, 넌 다를 게 없어 (뭐야?)
영화에 나오는 예쁜 연인들처럼
(나-나-난, 난) 그런 사랑을 원하는데
Baby, why I'm so lonely?
난 애타는데 넌 뭐니 (whoa-oh-oh-oh)
Baby, no, 내 마음이
언제 널 떠나 버릴지 몰라","10년대,댄스,여자 가수,여자 아이돌,케이팝",why __ ______,whysolonely
I Want You Back,시크릿,https://singsonggame.s3.amazonaws.com/audios/IWantYouBack_시크릿_trimmed.mp3,"매일 남자들 속에 둘러 쌓인 나
니가 너무 귀찮아 피했던 나
(그땐 왜 몰랐을까)
(사랑을 몰랐을까)
니 문자는 모두 휴지통에
니 선물은 모두 방구석에 yeah
(그땐 왜 몰랐을까)
(사랑을 몰랐을까)
I want I want I want I want you
아프다는 핑계로 연락도 안하고
I need I need I need I need you
그땐 왜 그랬을까
Oh no","00년대,댄스,여자 가수,여자 아이돌,케이팝",i ____ ___ ____,iwantyouback
Magic,시크릿,https://singsonggame.s3.amazonaws.com/audios/Magic_시크릿_trimmed.mp3,"보여줄듯 말듯 비밀스럽게 알듯 말듯 신비하게
빠져들걸 Baby 보면 알걸 왜이래
1 Step 2 Step 내게 다가와 말해줄게 나의 비밀을
오 쉿 Let’s Secret Time
Oh My Magic (Magic Magic)
My Magic (Magic Magic)
어머어머어머 어머어머어머
어머어머 하고 놀랄걸
Oh My Magic (Magic Magic)
My Magic (Magic Magic)
어머어머어머 어머어머어머
어머어머 하고 놀랄걸 어머어머 하고 놀랄걸","10년대,댄스,여자 가수,여자 아이돌,케이팝",m____,magic
Shy Boy,시크릿,https://singsonggame.s3.amazonaws.com/audios/ShyBoy_시크릿_trimmed.mp3,"바로 너 그건 너
날 위한 남자는 바로 너
어리숙해 보여도
나만 사랑해줄
You r my shy shy shy boy
(Shy shy shy boy)
Oh oh oh my boy
(My my my boy)
잘 생기지 않아도
마음이 따뜻한 그런 남자 oh
Bye bye bye boy
(Bye bye bye boy)
Oh oh oh bad boy
(Bad bad bad boy)
완벽하지 않아도
나만을 아껴줄 그런 남자
Shy boy","10년대,댄스,여자 가수,여자 아이돌,케이팝",shy ___,shyboy
별빛달빛,시크릿,https://singsonggame.s3.amazonaws.com/audios/StarlightMoonlight_시크릿_trimmed.mp3,"자꾸 생각나 (yai yai yai) 몰래 가슴 떨려와 (yai yai yai)
어쩌면 좋아 어쩌면 좋아
정말 이런 기분 처음이야
너는 내 별빛 내 마음의 별빛
넌 나만의 달빛
소중한 내 달빛
그저 바라만보고 나를 위해 비춰주는 그런 사람
너는 내 하늘 하나뿐인 하늘
넌 나만의 바다
소중한 내 바다
서로 바라만 봐도
변함없이 미소 짓는 그런 사람
Oh my love","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅂㅂㄷㅂ,별빛달빛
사랑은 MOVE,시크릿,https://singsonggame.s3.amazonaws.com/audios/LoveisMOVE_시크릿_trimmed.mp3,"있을 때 잘해 (잘해 잘해)
남잔 많아 (많아 많아 오)
넌 정말 몰라 한참을 몰라 너너너너너너너넌
사랑은 Move Move
사랑은 Move Move 방심하다간 도망가
긴장해 너 너 조심해 너 너
사랑은 움직이는 거야
Come On (Come On) Come On (Come On)
왔다 갔다 왔다 갔다 흔들어 내 맘
Come On (Come On) Come On (Come On)
이리저리 이리저리 흔들어 내 맘","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅅㄹㅇ ____,사랑은move
I’m In Love,시크릿,https://singsonggame.s3.amazonaws.com/audios/I’mInLove_시크릿_trimmed.mp3,"오후네 시 반, 애매한 시간
멋대로 정한 이상한 카페
눈치 없는 그대 모습에
시계바늘 쳐다봤죠
이제 그만 (oh)
일어날까? (oh)
괜히 시간만 썼나 (썼나)
의미 없는 후회만 들었죠
형식적인 대화들만 계속되는데
이유 모를 이 설렘은
뭘까
나 좀 말려줘
잠깐만 time
난 왜 이렇게 멋대로 심장이 두근대는 걸 까요
조금만 더","10년대,댄스,여자 가수,여자 아이돌,케이팝",i'_ __ ____,i'minlove
Poison,시크릿,https://singsonggame.s3.amazonaws.com/audios/Poison_시크릿_trimmed.mp3,"
You are my poison
You are my poison (ho!)
스며들어 내게 파고들어
빠져 나올 수 없어
You are my poison
You are my poison (ho!)
무너뜨려, 나를 쓰러트려
아무것도 할 수가 없어
왜 이러는지 모르겠어
아니란 걸 잘 알면서도
오오오, 오오오오
자꾸 네가 생각나","10년대,댄스,여자 가수,여자 아이돌,케이팝",p_____,poison
YooHoo,시크릿,https://singsonggame.s3.amazonaws.com/audios/YooHoo_시크릿_trimmed.mp3,"어떻게 어떻게 어떻게 말을 할까
Do you hear me that I'm fallin’ in love
머리엔 온통 너뿐이야 자꾸만 보고 싶어
너를 사랑하나 봐 YOO-HOO 너만 보여 YOO-HOO
친구가 아닌 애인으로 너랑 만나고 싶어
나를 좀 바라봐줘 YOO-HOO 못 참겠어 YOO-HOO
어제보다 오늘보다 내일 더 사랑할게 OH MY LOVE
Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah
I just wanna be your love","10년대,댄스,여자 가수,여자 아이돌,케이팝",y_____,yoohoo
갸우뚱,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/갸우뚱_Girl’sDay_trimmed.mp3,"Hello everyone
Oh, oh, oh, oh
Oh, oh (One, two, three, go)
머-머-머-멀뚱
머-머-머-멀뚱
어쩜 그래? 아이쿠, 답답해
그렇게 내 마음을 몰라, 몰라
더는 기다릴 수 없어 난
오늘은 꼭 너와 Girl's Day party
(머-머-머-멀뚱) 나만 바라보네
(미-미-미-미쳐) 내가 너 땜에
(머-머-머-멀뚱) 나를 놓칠 거니?
(지-지-지-지금) 말해 나를 정말 갖고 싶다고
멀뚱, 멀뚱
애매모호하게","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄱㅇㄸ,갸우뚱
반짝반짝,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/반짝반짝_Girl’sDay_trimmed.mp3,"Ooh, yeah
Uh-huh (Listen, you)
Girl's Day (Listen, you; Ooh, yeah)
Do you hear me? (Listen, you)
Listen (Ha)
내 말을 좀 들어봐, 오빤 정말 나빴어
내 맘을 왜 훔쳤어? 오빤 정말 못됐어
어쩜, 어쩜 어떡하면 난 좋아?
웃지 마, 웃지 마, 너무 멋져, 난 몰라
하지 마, 하지 마-마-마-마-마-마-마-마-마
가지 마, 가지 마-마-마-마-마-마-마-마-마
I love you
슬쩍슬쩍 바라보지 마
좋아하는 우리 사이 멀어질까 봐
멀어질까 두려워 (Woo)","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅂㅉㅂㅉ,반짝반짝
한 번만 안아줘,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/한번만안아줘_Girl’sDay_trimmed.mp3,"Oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh
Oh, oh, oh (I need you; I need), oh, oh, oh (I want you; I want)
Oh, oh, oh (I love you; I love)
한번만 안아줘, 한번만 웃어줘
한번만 느껴줘, 한번만 웃어줘
한번, 한번, 한번, 한번
단 한번만 안아줘요, 한번만 안아줘
한번만 안아보면 내
맘을 알 텐데
뛰는 내 가슴은
여기 시계보다 더 빠른데
세상에 다 들려
두근두근 대는 심장소리가, oh
왜 너만 안 들려?","2020,댄스,여자 가수,여자 아이돌",ㅎ ㅂㅁ ㅇㅇㅈ,한번만안아줘
기대해,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/기대해_Girl’sDay_trimmed.mp3,"Ooh, ooh-ooh, ooh-ooh-ooh, 귀엽게
Ooh, ooh-ooh, ooh-ooh-ooh, 예쁘게
Oh, 하루에도 열번씩 네 전화번호 지워보고
너를 또 지워보고, 생각에서 지워보고
너의 번호 뒷자리에 내 가슴은 내려앉아
그렇게 통화하고, 다시 또 미소짓고
나는 네가 불안해 그게 불만인데도
자존심 탓 때문에 말도 못해 이렇게
내가 아님 안되는 남자 나도 많은데
네가 숨기고 쓰는 문자가 더 신경 쓰여
(문자가 신경 쓰여) 문자가 더 신경 쓰여
Ooh, ooh-ooh, ooh-ooh-ooh, 귀엽게
Ooh, ooh-ooh, ooh-ooh-ooh, 예쁘게
널 내게, 널 내게 다가오게 만들래
너 땜에, 너 땜에 미쳐가, woah-oh-oh","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄱㄷㅎ,기대해
Something,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/Something_Girl’sDay_trimmed.mp3,"Don't you look into my eyes and lie again
I'm sick of being alone
(Drop it)
흔들리는 표정 말투에
넌 뭔가 있는 듯해
네 몸에 베인 낯선 향기에
뭔가에 홀린 듯해
내 촉에 찔리나봐, 허를 찌르니까 넋이 나가
앞뒤가 이랬다 저랬다, 왜 그러니?
내 촉에 찔리나봐, 허를 찌르니까 넋이 나가
왜 덜컥 겁이 나? 이손 놔, 날 속이지마
뻔한 너의 거짓말, 그만 여기까지만
흐린 하늘 속 그 무지개
슬피 우는 피아노
네 몸에 베인 낯선 향기에","10년대,댄스,여자 가수,여자 아이돌,케이팝",s________,something
Darling,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/Darling_Girl’sDay_trimmed.mp3,"Ladies and gentlemen, boys and girls
Welcome to the spectacular Girl's Day summer party
Hey
Are you ready?
요즘 연인들은
Kiss하고 시작한대 사랑을
어리숙하고 난
낯을 가리는데 사람을
내 틀 안에 갇혀
매일 가짜 같은 진짜 사랑도
I fell in love with you
표현 못했는데 사랑을
나비처럼 내 맘에 날아 앉아
벌처럼 사랑을 톡 쏘니까
달콤한 유혹에 빠져 난","10년대,댄스,여자 가수,여자 아이돌,케이팝",d______,darling
링마벨,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/링마벨_Girl’sDay_trimmed.mp3,"Ayo, what's up? (What's up, man?)
We gonna make it showtime
R-I-N-G, be my bell
Ring my bell, ring, ring, ring my bell, ho
Ring, ring my bell, ring my bell
Ring, ring my bell, ring my bell
Ring, ring my bell, ring my bell
Ring-ring, ring-ring, ring-ring-ring, ring-ring (Ow, ow, ow, ow)
널 보자마자 확실해져
네가 오자마자 화끈해져
내 맘 널 향해 간다고
Oh, oh, oh, oh, oh
따르릉, 따르릉, 비켜나세요
다른 여자들아, get out my way
난 꼭 널 가질 거라고","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄹㅁㅂ,링마벨
I Miss You,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/IMissYou_Girl’sDay_trimmed.mp3,"Don't tell me why 두 눈을 감으면 네가 보이는데
Don't tell me boy 넌 웃고 있는데 우리 웃고 있는데
Don't tell me why 두 눈을 떠보면 난 울고 있는걸
Don't tell me boy 우리 함께였는데
아침에 일어나 TV를 켜고 샤워를 하고
옷을 갈아입고서 나갈 준비를 해
오늘도 어제와 똑같은데 한 가지도 변한 게 없는데 왜 난
문득 울리는 전화길 보다가 나도 몰래 눈물이 흘러내리고
너는 왜 또 이렇게 넌 아무렇지 않게 내 맘을 또 흔들어놔
사실은 너무 보고 싶어 보고 싶어 네가
네 어깨에 기대 울고 싶어 울고 싶어 내가
참아보려 애써 웃잖아 아직도 흔들리고 있잖아
제발 잘해 주지 마 더는 내게 잘해 주지 마
잘해주지 마 가슴이 아프잖아 눈에 띄지 마
자꾸 네가 맴돌잖아","1973,댄스,여자 가수,여자 아이돌",i ____ ___,imissyou
Oh! My God,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/Oh!MyGod_Girl’sDay_trimmed.mp3,"They're coming with a new style
Oh, oh, oh my, my, my
Oh, ooh-woah, oh, oh, ooh-woah
Oh, oh, oh my, my, my
Oh, ooh-woah, oh, oh, ooh-woah
여자 맘을 몰라, 넌 몰라
꼭 말해줘야 너는 아니, 아니?
오빤 정말 이래서 안돼
뭘 잘못했는지도 몰라, 몰라
맨날 미안하단 말, 맨날 사랑한단 말
이제 더는 못 믿겠어 no, no
맨날 노력한다고, 맨날 잘하겠다고
내 맘 하나 몰라주니?
Oh my God, oh my God, oh my God, God
정말 눈치코치 하나 없어, 없어","10년대,댄스,여자 가수,여자 아이돌,케이팝",oh! __ ___,oh!mygod
여자 대통령,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/여자대통령_Girl’sDay_trimmed.mp3,"널 사랑한다고
말해버릴까 싶어
이렇게 매일 가슴 아파, 아파
(아파, 아파, 아파, 아파)
그런데 왜 이래?
네 앞에만 서면 작아져 버려
아무것도 아닌 애기 같아, 애기 같아
(Oh, oh, oh, oh)
너만 생각하면 나는 마음이 좋아
눈을 뜰 수 없어, oh
Come on, just do it, this, yo
나를 따라해봐 이렇게
Come on, come on, oh-oh-oh
Come on, come on, oh-oh-oh
네가 먼저 다가가","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅇㅈ ㄷㅌㄹ,여자대통령
Hello Bubble,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/HelloBubble_Girl’sDay_trimmed.mp3,"(Feel the beat!)
왠지 기분 좋은 오늘 내 hairstyle
자꾸 자꾸 웃음이 나와, ooh yeah
상큼하게 옷을 입고서
콧노래를 부르며 하루를 시작해, ooh ooh
어딜 가든 튀지 남자들은 난리나
다들 비키지 도도하게 걸어가
찰랑대는 머릿결에 비친 spotlight
나를 질투하는 시선 어쩜 좋아
널 만나러 지금 달려가는 길
다시 너를 만나 사랑한다 꼭 말해줄 거야
나도 너를 너를 너를
사랑한단 말야 내 맘을 아니? Ooh yeah
너의 이름 이름 이름
예쁘게 날 바꿔준 맞춰준","10년대,댄스,여자 가수,여자 아이돌,케이팝",hello ______,hellobubble
I’ll Be Yours,Girl’s Day,https://singsonggame.s3.amazonaws.com/audios/I’llBeYours_Girl’sDay_trimmed.mp3,"지금 뭐해? I'll be yours
Baby, I'll be yours (You better work)
갖고 싶지? I'll be yours
Maybe I'll be yours (You better work)
Ooh-wee, baby, 뭐가 그리
겁이 나니? 좀 더 다가와봐
저기부터 벌써 내 앞까지
Check it on me, 따라만 올 거니?
자꾸만 헷갈리게
나를 밀고 당기지
어느새 빠져들지
망설이단 나를 놓칠 걸, ooh
Oh, 왜 내가 좋은지 들려줘
애만 태우지 말고 웃어봐
남자답게 더 쿨하게 말해봐","10년대,댄스,여자 가수,여자 아이돌,케이팝",i'__ __ _____,i'llbeyours
Mr. 애매모호,마마무,https://singsonggame.s3.amazonaws.com/audios/Mr애매모호_마마무_trimmed.mp3,"My love is for you, ooh, come on (it's all for you)
왜 자꾸 내 맘을 몰라주는 거니? 왜?
Oh, Mr. 애매모호, 날 갖고 놀려 하지 마
Shoot, shoot-shoot, shoot, shoot, shoot-shoot
Hey, Mr., 꼭꼭 숨어, 머리카락 보일라
어서 말해봐, Mr. 애매모호
왜 삐딱하게 구는 건데? 마치 베레모
사람 간보지 말고, 빨리 와요 내게로
사랑은 쟁취하는 거야, 불러 봐요 세레모니
MAMAMOO, MAMAMOO, 거기 Mr. 애매모호
아마도 나 말고, 딴 여자 있는 것 같다고, aw","10년대,댄스,여자 가수,여자 아이돌,케이팝",m_. ㅇㅁㅁㅎ,mr.애매모호
음오아예,마마무,https://singsonggame.s3.amazonaws.com/audios/음오아예_마마무_trimmed.mp3,"음 두 번째 플랜 먼저 당기기
오오 동공 떨리는 초침 스탠바이 큐
아 시간되면 차 한잔 할래요?
예스 이런 건 어떤 것 같아?
oh yes 음 오 아 예
너에게 빠져들겠어 자꾸 반응하잖아
oh yes 음 오 아 예
그래 난 다가가겠어 넌 내 취향저격 ace
본능을 따르겠어 날 감추지 않겠어
오늘은 달라 먼저 다가가
걸음은 도도하게 말투는 애교 있게
날 보는 눈빛 음오아예","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅇㅇㅇㅇ,음오아예
Piano Man,마마무,https://singsonggame.s3.amazonaws.com/audios/PianoMan_마마무_trimmed.mp3,"눈을 반짝 뜬 것 같아
붐빠빠라 붐빠빠라 붐빠빠라 붐
붐빠빠라 붐빠빠라 붐빠빠라 붐
Hey piano man
춤을 추는 너의 손짓이
The piano man
뻔하지 않은 그 몸짓이
나 뭐랄까 지금 이 곳에서
너랑 나랑 둘만 남을래 이렇게
오른쪽으로 오른쪽으로
오른쪽으로
왼쪽으로 왼쪽으로 왼쪽으로","10년대,댄스,여자 가수,여자 아이돌,케이팝",piano ___,pianoman
데칼코마니,마마무,https://singsonggame.s3.amazonaws.com/audios/데칼코마니_마마무_trimmed.mp3,"너와나 입을 맞춰 I feel good
너에게 나를 맡겨 I feel good
이건 좀 위험해 위험해 위험해 나
선을 넘을 것만 같아
너와나 같이 그린 I feel good
오렌지 빛깔 그림 I feel good
조금은 위험해 위험해 위험해도
멈출 수가 없어 나
I feel good
Knock knock 그때 예상했었지
여잔 촉이 정말 빠르지
이미 물은 엎질러졌어
우린 몰래 새벽을 맞네","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄷㅋㅋㅁㄴ,데칼코마니
별이 빛나는 밤,마마무,https://singsonggame.s3.amazonaws.com/audios/별이빛나는밤_마마무_trimmed.mp3,"손끝이 시리더니 벌써 봄이 왔네 (왔네)
꿈같은 바람이 불어 곳곳에
여느 때 와는 다른 듯한 이 기분이 반가워
내일은 좀 다른 날이 되려나
어둠의 그림자 깊은 이 밤에 남겨진
달이 달이 밝아와 빛을 그리고 있어
내 몸에서 널 뺀 만큼 욕조에 물이 미련이 되어
넘쳐흘러 한숨이 가득 (가득) 그 공간을 채워
새벽이 찾아오면 (오면)
혼자 남겨질 때면
Starry night 별이 빛나는 밤
니가 휘휘휘 불어와
너와 나 나눈 수많은 밤
나를 취하게 만들어
별이 빛나는 밤","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅂㅇ ㅂㄴㄴ ㅂ,별이빛나는밤
